mpid,formula,mu_b
mp-555418,Rb3NbH4(C2O5)3,-0.0003552
mp-1032377,RbMg6CoO8,3.764330600000001
mp-1019363,ThTeAs,-0.0002087
mp-1016647,BaMg6B,0.0039901
mp-2801,CeCu2,0.4014607
mp-977544,Hf2ReNi,-0.0007844
mp-1022728,Cu3O2,0.0008716000000000003
mp-866034,GdCdPd2,7.1269534
mp-760386,CsClO3,-3e-06
mp-982778,Zn3Se,5.2e-06
mp-773305,Mn3FeO8,12.9994741
mp-3608,LuAgSn,-5e-06
mp-1025161,InPPd5,2e-07
mp-573548,La3(GaNi2)2,-0.0028203000000000004
mp-770099,Li4MnO3,10.0002279
mp-1028246,Mg14AlGa,-2.2e-06
mp-705637,NiPO4,47.9994695
mp-768884,Li4B2O5,-0.0003866
mp-684821,NaCa2SiO4F,-0.0005007
mp-684053,Sn6P7O24,-0.0005023
mp-776952,Na2O,3.58e-05
mp-1016876,ZnSiO3,0.0001308
mp-1035703,HfMg14ZnO16,-0.3789524
mp-35759,Li2NiF4,3.9796123
mp-557273,SrRuO3,-8.0116641
mp-1037802,CaMg30MnO32,5.000001599999999
mp-561283,CdGaH14O7F5,6e-07
mp-571461,K4ZnAs2,-4.47e-05
mp-605,ZrTe5,-2.8e-06
mp-972185,Tl3Hg,0.0001341
mp-764279,Li3MnV3O8,8.999998800000002
mp-1008282,Cr3Fe,1.9443297
mp-769028,Si3Sb2O9,0.003701
mp-559562,AgTeNO5,0.0105476
mp-11725,CO2,0.0
mp-1026422,Mg14BiSb,3.07e-05
mp-764173,Mn6O7F5,46.0046262
mp-1029784,Rb2CN2,0.0
mp-14276,RhPb2F7,-1.3e-06
mp-33339,Ba3Ti3O8,-0.0661872
mp-557395,LiC2S2N(O2F3)2,-0.0012959000000000002
mp-1017101,HfMg6Ga,0.0013447
mp-756458,ErAlO3,-0.0004539
mp-736122,Ba3CaZrWO9,5.7716367
mp-1095429,KUClO3,-5.86e-05
mp-1098936,Mg30NbNiO32,4.9999639
mvc-8520,Si4BiO10,3.9376375
mp-779590,La3PO7,-0.0047810000000000005
mp-1018162,CeBiPt,0.972694
mp-1038250,CsMg30MnO32,4.0000002
mp-569710,RbNb3CuCl9,0.0
mp-866471,CaSnS3,0.0
mp-1079667,Tm2CoGe2,-5.37e-05
mvc-10366,Sb4O9,1e-07
mp-652195,Sr4Fe6O13,59.9852387
mp-37747,LiHS,0.0
mp-645095,UAg3(AsO4)3,0.0049427
mp-760179,Cu3(OF)2,1.657988
mp-21337,U2SnPd2,9.2580396
mp-762032,Ba4Li4Ti19O44,0.0050086
mp-774230,Li4Ti5V3O16,7.0014381
mp-1039393,CaMg2,-7e-07
mp-768813,Rb4SiO4,0.0007741
mp-755091,Ti2Cu3Te3O16,2.9999998
mp-556870,MgAl2O4,0.0
mp-771611,Li5V4O8,8.9999989
mp-1079260,InSe,0.0002263
mp-1077275,ReN2,5.5399999999999985e-05
mp-31000,NO,3.9999999
mp-849572,Li2Fe3OF6,47.9966581
mp-669550,Ce3Mn(Al3Cu)8,0.6745509
mp-677138,RbPHO3F,0.0198295
mp-555899,Li2Si3O7,0.0
mp-698292,K2ZrCdH16(CO3)8,0.0016102999999999998
mp-1476,ScS,-5.5e-06
mp-1023955,MoW(SeS)2,0.000479
mp-19341,Tl2WO4,-0.000698
mp-31031,La4PdO7,3.27e-05
mp-1028910,Te4MoW3(SeS)2,0.0
mp-19607,K(MoO3)3,0.0
mvc-9245,CaBiWO5,4.001601399999998
mp-20540,YbSbPd,-0.00014790000000000002
mp-555457,Te2S(O2F3)2,-6.3e-06
mp-642350,KLa(PO3)4,-0.0008238
mp-14964,Pr3TaO7,-7e-07
mp-12071,Ti3As,0.0003523
mp-971960,Zn3Os,0.2060665
mp-1009641,CoTe2,0.0010429
mp-685632,Ba7U7O24,8.007396700000001
mp-773194,Li4Mn5V3O16,22.0017742
mp-566281,NiAs2S6(NF3)6,3.9992038
mp-860957,Zr5Ti7O24,0.0039566
mp-763711,Li2CrSiO4,7.9998364
mp-796076,VO2,2.0016414
mp-685712,Na2PrO3,11.9134439
mp-645172,CsAs2Se3,0.015803
mp-1095305,NdSbAu,3.4e-06
mp-1097638,CaLaPb2,1.9999905
mp-33461,Li3Mn3O8,7.995066
mp-1014558,Cr3N4,11.053282
mp-1026754,CeMg14Ti,-0.6624759
mp-771053,Mn5Cr3O16,41.9999923
mvc-9194,ZnNi3O7,29.8172614
mp-1079575,SmInCo2,4.1640899
mvc-8798,Mn(Si2O5)2,11.9714821
mp-2319,P2Os,2.45e-05
mp-862830,PaTlAu2,8e-06
mp-1076428,Sr5Ca3Fe4(CoO5)4,129.9412232
mp-770473,CaLaI5,0.0001366
mp-631515,CaHfZn,3.18e-05
mp-19163,SrWO4,-1.1e-06
mp-865046,LiPaPt2,-0.0182803
mp-864612,Nd2MgIn,3.71e-05
mp-558354,H10C3S3N,-9.000000000000002e-07
mp-19981,Gd,29.6979682
mp-690573,Mn2FeO4,7.999999400000001
mp-1008874,MnCoTe,3.9997352
mp-540222,MnP2O7,11.843946
mvc-591,AlAg(WO4)2,0.0
mp-767958,NaMnPCO7,12.0000439
mp-764190,NiP4O11,8.0008467
mp-707888,RbAs7H24C8N3,10.4421721
mp-18848,Sr2MgWO6,0.0
mp-2129,NdGe2,1.4e-05
mp-5061,Li5ReO6,-2e-07
mp-1025100,LaGe5,0.0002391
mp-757042,LiSnPO4,-0.0001383
mp-767725,Sr2CrCO3F5,11.9996439
mp-743841,MnPH6NO5,10.0063211
mp-698287,YH2C4O9,3.3428513
mp-1096505,Sc2TlHg,3.4793524
mp-851255,Li4V3P8O29,1.9999998
mp-659830,CeIn4Pd,0.0359464
mp-10314,Yb(ZnAs)2,-7e-07
mp-674999,La2Zr2O7,0.0003774
mp-1033146,Mg6MnAlO8,3.9938041
mp-22313,Na2PtO2,-6.7e-06
mp-32494,LiV(PO3)4,4.0000003
mp-677325,Ba8Tl2Bi2Pb4O17,0.0034694
mp-1093796,SrCaPb2,4.0002287
mp-865019,HfGaRh2,0.0012522
mp-706559,H3CSN2,-0.0037365
mp-22653,Eu(SiAg)2,6.851975099999999
mp-998935,KO2,1.0000085
mp-1400,HfW2,-8e-06
mp-774314,Ti3MnV2(PO4)6,11.0081201
mp-985705,CeAgAs2,1.1213679
mp-723049,BeH4NF3,0.000955
mp-775047,Li2VCrO4,4.9999874
mp-771849,Li4Mn3SnO8,12.9999877
mp-1069041,NdSi3Ru,-4.2e-06
mvc-6187,Mg3Ti3(AsO4)4,4.0056443
mp-7496,ThZn2,2e-07
mp-11209,AlAs,-1.39e-05
mp-976368,NdAlPd,0.000485
mp-865115,NaNdHg2,0.0022348000000000003
mp-392,U3Sb4,12.0000021
mp-761566,Li6MnSiO6,19.9971971
mp-1035739,HfMg14ZnO16,0.5345993
mp-776658,BaO,2.42e-05
mp-697111,H2O,-5.51e-05
mp-6110,Sr2YSbO6,-4.1e-06
mp-13222,SmMg2Cu9,-8.4e-05
mp-782677,V6O7F5,11.000802900000002
mp-571544,KTiPSe5,7.200000000000001e-06
mp-24725,Th(TiH3)2,-5.520000000000003e-05
mp-530885,Rb16Sn16F47,1.0000007
mp-987206,Co,3.1844613
mp-11254,NdAu,2.2e-06
mvc-7381,ZnW2O7,-0.0
mp-680372,C,0.0037289
mp-1018275,GaP,-0.0
mp-706446,CsTiH10C4O13,1.9990148
mp-557482,Ca5As3O12F,-2e-07
mp-985277,Ce2USe5,7.678758999999999
mp-770752,Ce(WO4)2,-0.0030316
mp-557505,KUP3O11,0.0351408
mp-781695,Fe2O3F,45.0085075
mp-770854,Li10Fe3Sb7O24,12.9997807
mp-771109,Li5Mn2Fe3O10,19.0237893
mp-767869,Li3NiPCO7,8.0012981
mp-985296,Ag3Pd,-2e-07
mp-1062648,TbHg2,-3.7000000000000006e-06
mvc-12242,VZnO2,7.9999999000000015
mp-1079329,HoZnPd,-0.0001575
mp-772242,LiVPO5,4.0042203
mp-558924,Na5Ga3F14,0.0012934
mp-761528,LiMnPO4,20.0031372
mp-1026395,Mg14TiW,0.0028262
mp-10094,Tm5(ReO6)2,0.8168148000000001
mp-1095679,Cu2BrO3,2.0000034
mp-559927,Tb2Cu(BO2)8,2.0014454
mvc-9880,Ba2YMn2F11,29.9547177
mp-774113,LiVSiO5,0.0009485
mvc-5565,MgCrAsO5,12.0000018
mp-3042,K2SiF6,1.49e-05
mp-18861,BaNd2Mn2O7,7.999999099999997
mp-3456,Tb(CuSi)2,-0.0001171
mp-1078948,Nd(BIr)2,-2.94e-05
mp-770200,Li2Cr3SnO8,7.9999465
mp-1057,Al3Ni2,-3.2200000000000003e-05
mp-1027880,Te2Mo3W(SeS2)2,0.0152012
mp-1097454,ScCdPt2,-1e-07
mp-34116,Tm2MgS4,-0.0001236
mp-761521,Li3Fe(PO4)2,40.0010255
mp-769812,Tb2Mn2O7,12.0000869
mp-4065,Dy(SiIr)2,9.03e-05
mp-556108,DyTiClO3,2.42e-05
mp-760798,Li2CuF5,-0.0018255
mp-619545,CuMoO4,2.0276476000000003
mp-565314,Ga2Mo(SeO5)2,0.000893
mp-572596,TlIn3S5,5.07e-05
mp-13283,Sm(ErS2)3,-0.00014140000000000002
mp-766755,Li3FePO5,16.0000874
mvc-10026,LaTaCrO6,2.0018075
mp-1097453,Ba2NaCd,0.9999955
mp-973528,K3Si,1.0137186
mp-772001,Mn3Cu(PO4)4,11.9616518
mp-761342,Li4Co2Cu3Sb3O16,4.0000003
mp-1075047,Mg3Si4,1.1e-06
mvc-14334,MgVF5,4.0000003
mp-17313,Mg3BeAl8O16,0.0
mp-3390,Y(CuSi)2,-8.13e-05
mp-572512,Cs2LaTa6(Br5O)3,0.0
mp-766324,BaCaI4,-0.0027734
mp-558852,FeF3,15.000264499999998
mp-754021,BaYBr5,0.0008222999999999999
mvc-3875,Zn2Sb2O5,0.0
mp-722997,NaCaAlH2OF6,0.0005942
mp-20394,EuPb,14.2751497
mp-1095511,ThMn2,14.1643479
mp-30425,BaBe13,-2.42e-05
mp-1022509,Mg6ZrNi,-0.0021177
mp-765913,LiFePO4,8.000003900000001
mp-638900,Si3O7,6.0005498
mp-19868,ThAs,0.0017280999999999998
mp-7559,YNi4B,0.000179
mvc-4919,Mg(AgO2)2,0.5432569
mvc-3035,Mg4Ni5(TeO6)3,19.9897396
mp-1030856,Mg6SiCO8,0.4370746
mp-1096237,LiIn2Cu,-1.25e-05
mp-28709,C15S4,-2.7000000000000004e-06
mp-861618,BaBiBS4,0.000111
mp-995,EuIr2,12.5290491
mp-5861,Tm2Fe14B,0.0282302
mp-1031383,KRbMg6O7,-0.222222
mp-978842,SrCaO3,2.0005907
mp-762590,Mn2(CO3)3,15.9999992
mp-863684,Pm2GeAu,0.8789974
mp-1037109,Mg30ZnBiO32,1.67e-05
mp-561746,BaGd2CoO5,15.000000699999998
mp-771274,Li24Ti5Cr7O36,13.99983
mp-744775,NaFeP3H7O13,40.0102698
mp-765923,Mn2F7,14.0001004
mp-7116,Nb3CoS6,0.0237465
mp-1016318,SrMg6W,1.3688058
mp-37312,Na(La2Se3)4,0.0204747
mp-19735,La2CuO4,0.0010019
mp-769435,Li13Ni15O28,13.0000002
mp-649805,Fe4Ge(CO)16,-0.0042735
mp-1071314,TaSe2,0.5708397
mp-640917,SiO2,-0.0014039000000000002
mp-2170,Li2Pt,9.75e-05
mp-978807,Sm2TlHg,0.8778184000000001
mp-558667,S3N3ClO2,-0.0033245
mvc-16094,Al5CuS8,-0.0
mp-652068,KS2N(O2F)2,0.0425807
mp-557324,Cs2CrF6,2.0001329
mp-769338,SbN3(O3F)3,2.0000001
mp-720868,Ca2CdH24(ClO2)6,-0.0115617
mp-667373,SiO2,-5.37e-05
mp-560139,S2XeNO4F3,-0.000239
mp-614050,RbFeF4,19.9999998
mp-640372,Dy5NiPb3,0.0009592
mvc-3009,SrCaNi(PO4)2,3.9998558
mp-540477,Li2Mn(PO3)4,5.0
mp-556968,RbNa3SnO4,0.0001071
mp-768762,Ho2TeO6,0.0027596
mp-774284,Co3BiO8,6.0000000999999985
mp-621659,La2Ge5Ir3,-0.0002362
mp-757177,Li6CuS4,1.8005566000000002
mp-561184,Sr3Te4O11,-5.2e-06
mp-650872,Cs2KCrF6,3.0000005
mp-1038482,Mg30BCO32,0.9999999
mp-17620,TmBO3,0.0
mp-762542,Li4Ti3Cr3(SbO8)2,8.0177652
mvc-3317,Zn2Ni3O8,0.0
mp-557673,RbBe2P3O10,0.0013448
mp-19088,Ba5V5O14,6.9997924
mp-1100319,Ni15O16,28.0000017
mp-25050,MnSeO4,20.0000024
mp-12919,LaPIr,9.000000000000002e-07
mp-773274,Li3Cr(NiO3)2,5.0000387
mp-1039029,MgCd2,-0.0567604
mp-27932,Li9Ge4,-0.0057104
mp-754150,La3GaO6,-0.0001511
mp-1026839,NaLiMg14,2.63e-05
mp-764351,LiMn2OF3,19.9997623
mp-40251,BaLaMgTaO6,-0.0001416
mp-849955,Li3Mn5(FeO6)2,78.00000959999998
mvc-9380,Ba2Ti2AlF11,5.7188693
mp-744574,CoH6(SeO4)2,5.999828
mp-3916,K2(SO2)3,-0.00034760000000000005
mp-574029,KC4N3,0.0016456
mvc-7286,Zn(SnO2)2,-1.2e-05
mp-1022589,Mg6ZnCd,0.006495100000000001
mp-771591,Mn(IO3)2,19.9995497
mp-1033998,KLaMg14O16,0.0
mp-780907,Mn2OF3,36.0043003
mp-914019,US3,3.9992419
mp-540895,CsCo(CO)4,0.0
mp-631529,BSe2Cl,0.0017169000000000002
mp-651122,Mn3Bi(CO)15,-0.001456
mp-12614,Ca2Cu,-0.0022765
mp-756660,Li4Ti3NbO8,0.0065316
mp-776065,Ni3(P2O7)2,31.9350006
mp-562501,SiP3RuO11,-4.0003107
mp-1035344,LiMg14BO15,-0.0
mp-7643,K2AgSb,-7.26e-05
mp-86,Sm,1.21e-05
mp-1030164,Te2MoWSe2,-3.33e-05
mp-22197,UNi4Sn,0.0009859
mp-1028098,YMg14Ni,0.0016764
mp-754613,K2ErPCO7,-9.03e-05
mp-541953,Rb4Zr3Te16,2.9e-06
mp-1078704,ErNiBC,-2.5e-06
mp-27843,Zn2Ge3O8,0.0
mvc-16349,Ba2Ca3Tl2(CuO3)4,0.0
mp-555730,Na2Ca3Al2F14,2.5e-06
mp-676620,Li27As10,-0.0006197
mp-1076053,La2Cu2O5,1.4750483
mp-1070510,Y2BiO2,2.5e-06
mp-567644,RbCu2Br3,0.0024504
mp-570399,Nd(CrSi)2,1.2255478000000002
mp-979934,YErHg2,5.31e-05
mp-772055,Li6Ti2O7,-0.0002945
mp-573755,CsTeAu,0.0001599
mp-778296,LiNiPO4,7.998433099999999
mp-1625,SnSb,-0.0001135
mp-570194,Ca(BH4)2,-2.67e-05
mp-756599,La2ZnO4,2.97e-05
mp-562057,Cs2Ca2Be3F12,8.66e-05
mp-767538,NaCePCO7,-0.005146899999999999
mp-23563,SiCl2O,-0.002048
mp-745257,V2H15(NO4)3,15.5663043
mp-776104,K2O,-0.0016668
mp-1035752,KHfMg14O15,0.08165349999999999
mp-676144,Ti(CrS2)2,6.3698001
mp-9886,La(PRu)2,-0.0002269
mp-1096086,LaPd2Pb,2.0
mp-1028848,Te2Mo(WSe2)3,-0.0
mp-866714,La3NiBr3,-0.00032310000000000005
mp-720526,H4CN2O,-4.22e-05
mp-759796,Mg5Ti13O30,1.4513111
mp-753156,La2Th2O7,0.00013619999999999998
mp-759493,LiSbP2O7,0.0021049
mp-1349,SrPt2,-2.79e-05
mp-1022964,YMg6Cu,0.0075084
mp-1038011,NaMg30MnO32,4.0000008000000005
mp-768045,V5BiO10,27.9991017
mp-560830,Nd3Si2ClO8,-0.0010588
mp-764215,LiCoOF,12.0003121
mp-1665,YbFe2,6.9886739
mp-14380,CsNaSnF6,-0.0004836000000000001
mp-1098681,CaMg30FeO32,4.000991
mp-861505,Pr2MgTl,0.007526899999999999
mp-1019729,Eu3AlO5,12.911916
mp-764668,Fe4OF7,17.0000902
mp-566123,Mn2Si2Pb2O9,15.996975400000002
mp-550498,Li4CO4,0.0
mp-862862,Pa3Sb,0.0159931
mp-19039,CdMoO4,0.000125
mvc-5541,ZnCuAsO5,1e-07
mp-623751,Tb3Ni,0.004568600000000001
mp-3164,BaSO4,-0.0004807
mp-7905,SiO2,-4.66e-05
mp-583221,Ba7B4Se13,0.0005127
mp-1098643,Mg30AlSnO32,0.6368958
mp-850943,Li6TiNi3(PO4)6,3.9999998
mp-773537,Li4Ti3Cr3(WO8)2,13.3456868
mp-977224,PrAs3,-0.00024130000000000004
mp-685935,CdGeO3,6e-05
mp-21580,EuSnF7,23.9999432
mp-1029367,MnCoN2,0.0061045000000000006
mp-1095553,TaCoP,5.700000000000001e-06
mp-630418,FeCoPO5,31.9472601
mp-9902,Sc2CoSi2,-1.58e-05
mp-1029294,LiSn2N3,-0.0
mp-540211,Cr2(PO4)3,11.910703
mvc-10952,MoO2,2.9702826
mp-1098076,CeMg6B,0.8499646999999999
mp-21372,CePRuO,1.247017
mp-1022458,Mg6ZrCd,0.15362
mp-27439,TmIO,0.0
mp-3073,Sm2Te4O11,0.0
mp-5992,LaB2Ir2C,-0.0002303
mvc-11500,TiO2,-0.00024730000000000005
mp-1028290,RbMg14Sn,0.0014819000000000002
mp-19417,TiFeO3,7.999999499999999
mp-1095688,YNiSn,-3.81e-05
mp-1078299,Fe(BMo)2,3.6258019
mp-1065359,GaFeNi2,3.1197721
mp-769731,VBO4,-0.003283
mp-13254,CeMgZn2,0.5333302
mp-19709,NaCa9Mn(PO4)7,9.9999999
mp-764294,Na5V4(PO4)6,14.0013084
mp-17704,Tm2SiO5,1e-05
mp-12180,NaS2,0.00042800000000000016
mp-705861,Rb10NaAl11Si13O48,0.007689100000000002
mp-980669,TmLuCo2,0.4499494000000001
mp-13982,CdCu2GeS4,4.07e-05
mp-21606,TiMnSi2,-0.0012882999999999998
mp-770020,Li2CrFeO4,15.9996447
mp-1094320,SrMg3,-0.0009751
mp-765691,Mn6O5F7,25.0048163
mp-4090,Ce(SiRh)2,-0.5182159000000001
mp-557696,Na5Y4Si4O16F,-0.0003808
mp-1098855,YHfMg30O32,2.1125389
mp-27921,Ti2PCl13,-0.0001399
mp-757305,Li2TiP3O10,3.9994088
mp-1080569,Tl3Au,-0.0444853
mvc-11600,TiO2,0.0
mp-760359,NaTi6O12,0.8937120000000001
mp-632311,Ta2H,0.000533
mp-556084,KClO3,0.0016715
mp-541325,Sr2HoGaCu2O7,-1.15e-05
mp-581575,EuGeS3,42.0000011
mp-632219,ZrH,-4.49e-05
mp-17697,KSmF4,0.0
mp-21284,LiMnAs,6.9741183000000015
mp-561796,Ti4Cd(CuO4)3,2.7531006
mp-862431,Sc2AgOs,-4.15e-05
mp-773250,KPWCO7,4.0002143
mp-566092,Sn3WO6,0.0
mp-8973,NaSi2N3,-4e-07
mp-1077904,CdPb2(ClO)2,1.1e-06
mp-1018156,Hf2Cd,-0.0003994
mp-773173,Ta2Co4O9,47.9972361
mp-505199,Ti(PO3)3,6.0001024
mp-15761,Ba4Ti12O27,-0.0001971
mp-20645,TbSiRu,-0.0001746
mp-777664,Li2FeF4,8.0003884
mp-555541,KC(NO2)2,-0.0013545
mvc-9022,ZnSnBiO5,0.0
mp-571339,Ba(CrAs)2,8.1e-06
mvc-9062,NiSnP2O9,9.8453229
mp-1026645,NaHfMg14,-7e-07
mvc-4843,Mg(WO2)2,11.9843155
mp-1076768,K5Na3Nb8O20,3.8242538
mp-1096624,LiSn2Ir,0.9998671
mp-1078507,NdNiSb2,1e-07
mp-1080850,RbReN2,0.0009688
mp-1078673,NdInNi,-4.57e-05
mp-1027070,Te2Mo(WS2)3,0.0052929
mp-22602,CaIn2Au,3.35e-05
mp-763498,LiP2WO7,2.9998906
mp-4088,La(FeSi)2,0.0017500999999999994
mp-31579,Li3Co(PO4)2,15.9999999
mp-776726,LiV2F7,16.0015171
mp-765157,LiVF3,12.001295
mp-771131,NdZrO3,0.0142565
mp-27639,IBr,-7.65e-05
mp-29587,Pr3(BN2)2,0.0001609
mp-1007857,Ga,0.000372
mp-22947,K2ReCl6,3.0
mp-1028881,TeMoWSe2S,-0.0039189
mvc-1694,AlNi3Se2ClO8,11.9996381
mp-561202,K6NbAs3O,1.29e-05
mp-777789,Na11Bi5O16,0.9373876
mvc-4382,Ca2TaCrO6,6.0
mp-762447,Mg3Ti9O20,1.9192869
mp-767996,Li3Fe2(SiO4)2,8.9999578
mp-1036389,CaMg14SnO16,-0.0
mp-607182,GdCuSi,-14.059141
mp-676682,In2AsSe,0.000628
mp-570857,Y(AlCl4)3,-0.0028453000000000003
mvc-3677,MgFeF4,8.0000001
mp-756214,YAlO3,-5.84e-05
mp-622217,V2CoO6,8.999996800000002
mp-556662,SiO2,-0.0002438
mvc-91,Mg(CrS2)2,11.9999777
mp-764195,Li3V2OF7,3.9999973
mp-561742,Na3CoO3,7.9995112000000015
mp-676339,BaTa2O6,0.0003942
mp-752689,Ba2Na2O3,-0.0015425
mp-1022072,Mg6CoBi,0.0260783
mp-1077952,EuNi5,4.9698624
mp-21098,UPb,-6.5335743
mvc-3470,YAgO3,-0.0010616
mp-919914,TiMn2,2.2098305
mp-600366,H8C3SeN2,-1.26e-05
mp-22419,NdSnPd,-1.2e-06
mp-1095757,SnPd2Au,1.0
mp-2691,CdSe,-1.1e-06
mp-779305,Li2FeBO4,19.9979777
mp-5160,AgBF5,0.0
mp-19042,Ca3Mn2O7,12.0000005
mp-1025116,TmCu4Ag,-2e-07
mp-25545,MnO2,12.0000017
mp-680561,U5Re3C8,6.4521669
mp-865582,Li2CdPd,-2.1e-06
mp-865501,V2TcRu,0.00418
mp-752753,SbO2F,-0.0001093
mp-2402,NaSi,-7.68e-05
mp-29958,Hg7(PO5)2,-2.85e-05
mp-607514,Pr(In2Au)2,5e-07
mp-29688,Ge3Cl8,0.0006515
mp-10178,LiMgP,1.76e-05
mp-722571,ReH(CO)4,0.0035336999999999994
mp-867963,Pu(SiPt)2,0.0283238
mp-771303,LiMnB2O5,16.0045672
mp-778496,LiFe2(ClO)2,54.000005
mp-780807,Li2TiCr3O8,8.0000033
mp-559134,Eu3(AsS4)2,42.000435
mp-567402,CdI2,-2.11e-05
mp-567586,Nd17Au36,1.6e-06
mp-694557,LiMn(PO3)4,16.0025186
mp-2969,CsSbSe2,0.0008731
mp-1003,TbGe2,-2.6e-06
mp-557970,SrCu(TeO3)2,11.8340284
mp-675879,Ag3SI,0.0015325
mp-775737,LiNi9O10,1.0000004
mvc-6184,Sn3(AsO4)4,-0.0
mp-569785,TlPd3,0.0003424
mp-20310,LiInSe2,0.0002121
mp-25110,V2Pb3O8,-0.0004563
mp-624417,CdI2,3.7000000000000006e-06
mp-7337,NdAl3(BO3)4,0.0
mp-767036,Li2Co(CO3)2,5.9998142
mp-1077262,TbCu5,2.9e-05
mp-866083,Zr3N2,-4.96e-05
mp-9750,SbPO5,0.0
mp-4899,GaAgTe2,1.8e-06
mp-962066,NaLiTe,-4.45e-05
mvc-14713,VZnF6,0.9999999
mp-1098289,RbMg6C,0.5926011
mp-720987,Na3CaSc3Zn(SiO3)8,0.0005782999999999999
mp-20885,Fe4P,9.4275794
mp-6560,KSO2F,-3.45e-05
mp-568572,WSe6ICl6,1.0248516
mp-733858,CaH4Se2O7,-0.0003466
mp-567210,TbInAu2,1.51e-05
mp-24989,SmFeO3,19.9999998
mp-1031973,YMg6BiO8,0.0005962999999999999
mvc-4008,ZnNiO3,0.0015998
mp-556633,Na3VF6,4.000004799999999
mp-9646,La(PO3)3,0.0
mvc-13772,TeN2,-2.6e-06
mp-1078295,NaNbO3,1e-07
mp-1025140,USiSe,3.8154493
mp-652776,Rb2V(PO4)2,4.0138087
mp-571213,PNCl2,-0.0028232
mp-1664,V3Pd,-0.0002533
mp-1074093,Mg9Si5,-8.5e-06
mp-697805,MnP2O7,12.000329
mp-1029293,CsVN2,1e-07
mvc-427,Sn2O3,-2.6e-06
mp-1076454,Sr2Ti2O5,0.9253052
mp-698797,Sr3La9Mn10(CuO18)2,32.966549300000004
mp-764205,Li3V(FeO3)2,15.999998499999998
mp-756949,Tm2GeO5,-0.0015415
mp-763124,Fe4OF7,33.9999178
mp-771199,V3FeO8,7.0010728
mp-1029899,Ca5(OsN3)2,0.0709287
mp-861540,Li4Mn(PO3)6,10.0130268
mp-16272,Ce(FeP3)4,0.0002469
mp-540125,LiMnPO4,30.0000001
mp-6478,LiTaGeO5,-1.32e-05
mp-28721,Pt(SCl4)2,0.0019429
mvc-6365,Zn(MoO2)2,35.7871012
mp-9835,CoSb2,0.0
mp-16479,YbS2,-8.2e-06
mp-767959,LiCo2(PO4)2,28.0014869
mp-675208,Co(Mo3Se4)4,1.6146208
mp-767690,Ge2(WO3)9,3.933387
mp-582929,K8In11,1.479992
mp-571144,Sm3Te4,-0.0010614
mp-1094016,YbMnSb2,7.0754035
mp-558969,Ho3ReO7,-4.0120607
mp-766034,Sr5(IrO3)6,0.0590703
mp-776666,CrFe3Sn2(PO4)6,16.009014999999998
mp-581405,ZnS,0.0
mp-1076974,Th2Tl,0.0001541
mp-781824,Li5La4TiNb7O28,1.24e-05
mp-12837,Er3FeSi3,-0.0001248
mp-708955,PH8C2NO4,-0.0021743
mp-632319,CsH,3.510000000000001e-05
mp-1020860,Rb2MgSi5O12,0.0096734
mp-765843,Li3Ni5OF11,10.0000006
mp-1074815,Mg7Si4,3.3100000000000005e-05
mp-1027281,MoWSeS3,0.0
mp-1026751,LaMg14Mo,2.3427142999999995
mp-775199,LiMnVO4,19.9981497
mp-781497,LiMn2(BO3)2,54.0105386
mp-764674,Co2OF3,13.5432283
mp-568015,Na3ErV2O8,0.0005891
mp-1028129,YMg14Mn,4.6410676
mp-975522,NdLuTl2,-0.001962
mp-756224,TbGdO3,28.0000242
mp-980663,Yb2Mg,1.9e-05
mp-561683,Sr2LuIrO6,4.0797271
mp-9333,La3TiSb5,2.63e-05
mp-1080193,MoN2,1e-06
mp-765667,Li4Co7(OF7)2,21.0
mp-1096423,Na2TlCd,0.9574229
mp-696673,Cr7Se8,25.4566622
mvc-11295,Al13(CuSe8)3,2.25e-05
mp-631581,Ag2BBr,0.0014461
mp-24103,CuH12Br4(NO)2,1.9999996
mp-1018890,PaP2,0.0006995
mp-861109,SmY3O6,-0.0014039000000000002
mp-1096586,ZrZnIr2,-0.0790393
mp-861555,Na3(CoO2)5,13.9997035
mp-765966,LiVF6,-3.3799999999999995e-05
mp-555582,C12SeF10,-0.0009589
mp-646007,Cs2Tb6Te7N2,-0.005827399999999999
mp-626621,V6H4O13,7.9999204
mp-761824,Sr16V12O39,13.999549900000002
mp-510452,CeHSO5,4.0019813
mvc-6410,ZnCr2O4,12.0025331
mp-11552,TiPt,1.2e-06
mp-1039809,RbNaMg30O31,0.0
mvc-483,BaMgTi4O8,1.8450696
mp-1096854,Ca3As2,0.0012239
mp-1224,HgO,-0.0005811
mp-764827,Fe2CuAs2(HO5)2,72.2435958
mp-758599,Sr5(ReO3)12,0.1026505
mp-621924,BaCdGaF7,0.0015654999999999998
mp-972400,TmBiPd2,0.000128
mp-1034869,RbCeMg14O16,0.8333332
mp-1031430,Mg6TiCrO8,6.0004504
mp-753621,Li5SbS,0.0018377
mp-770058,Li2CrFeO4,23.9983468
mp-1006277,CeGa4Co9,15.1481596
mp-9926,SrRhF6,0.9999997
mp-32087,LiMoP2O7,12.0000002
mp-983908,Er2ZnAu,-4.64e-05
mp-11322,ZrSi,-3.510000000000001e-05
mp-972839,SiBO3,0.0038155
mp-11110,YbAl3(BO3)4,0.9999999
mp-651728,VSb2NCl14,0.0003116
mp-1094285,Sr2Mg,0.0226101
