Unnamed: 0,Material Composition,A site #1,A site #2,A site #3,B site #1,B site #2,B site #3,X site,Number of elements,energy_above_hull (meV/atom),formation_energy (eV/atom)
1879,Y8Mn7Cr1O24,Y,,,Mn,Cr,,O,4,40.82068744,-2.240906604
1880,Y8Mn7Fe1O24,Y,,,Mn,Fe,,O,4,38.38155275,-2.210947007
1881,Y8Mn7Ni1O24,Y,,,Mn,Ni,,O,4,56.66564979,-2.140031581
1882,Y8Mn8O24,Y,,,Mn,,,O,3,38.80363486,-2.224274232
1883,Y8Ni8O24,Y,,,Ni,,,O,3,87.83887172,-1.623059774
1884,Y8Sc4Co4O24,Y,,,Sc,Co,,O,4,57.84091464,-2.497227001
1885,Y8Sc4Cr4O24,Y,,,Sc,Cr,,O,4,24.51250794,-2.781132532
1886,Y8Sc4Fe4O24,Y,,,Sc,Fe,,O,4,20.73746919,-2.6553126430000003
1887,Y8Sc4Mn4O24,Y,,,Sc,Mn,,O,4,46.76679762,-2.6842805430000003
1888,Y8Sc4Ni4O24,Y,,,Sc,Ni,,O,4,120.061041,-2.334896689
1889,Y8Sc6Co2O24,Y,,,Sc,Co,,O,4,45.93718751,-2.831105177
1891,Y8Sc6Fe2O24,Y,,,Sc,Fe,,O,4,25.95621478,-2.911577248
1892,Y8Sc6Mn2O24,Y,,,Sc,Mn,,O,4,42.696629,-2.922335448
1893,Y8Sc6Ni2O24,Y,,,Sc,Ni,,O,4,80.15612571,-2.7468311460000003
1894,Y8Sc7Co1O24,Y,,,Sc,Co,,O,4,37.42219894,-3.0006073910000004
1895,Y8Sc7Cr1O24,Y,,,Sc,Cr,,O,4,29.36909727,-3.071304773
1896,Y8Sc7Fe1O24,Y,,,Sc,Fe,,O,4,27.15671258,-3.041118426
1897,Y8Sc7Mn1O24,Y,,,Sc,Mn,,O,4,36.61104469,-3.045413401
1899,Y8Sc8O24,Y,,,Sc,,,O,3,28.41671038,-3.170600104
1900,Y8Ti4Co4O24,Y,,,Ti,Co,,O,4,7.0009685,-2.572621355
1901,Y8Ti4Cr4O24,Y,,,Ti,Cr,,O,4,54.33410917,-2.650748385
1902,Y8Ti4Fe4O24,Y,,,Ti,Fe,,O,4,13.470923499999998,-2.633900746
1904,Y8Ti4Ni4O24,Y,,,Ti,Ni,,O,4,21.912008,-2.478550792
1905,Y8Ti6Co2O24,Y,,,Ti,Co,,O,4,125.2450069,-2.716144458
1906,Y8Ti6Cr2O24,Y,,,Ti,Cr,,O,4,92.80824163,-2.748581223
1907,Y8Ti6Fe2O24,Y,,,Ti,Fe,,O,4,99.02368613,-2.742365779
1908,Y8Ti6Mn2O24,Y,,,Ti,Mn,,O,4,78.30398606,-2.763085479
1909,Y8Ti6Ni2O24,Y,,,Ti,Ni,,O,4,173.1130381,-2.668276427
1910,Y8Ti7Co1O24,Y,,,Ti,Co,,O,4,89.71351025,-2.78561076
1911,Y8Ti7Cr1O24,Y,,,Ti,Cr,,O,4,78.06700275,-2.794202892
1912,Y8Ti7Fe1O24,Y,,,Ti,Fe,,O,4,77.68295,-2.796142045
1913,Y8Ti7Mn1O24,Y,,,Ti,Mn,,O,4,65.77979603,-2.80768927
1914,Y8Ti7Ni1O24,Y,,,Ti,Ni,,O,4,121.7771504,-2.761053119
1915,Y8Ti8O24,Y,,,Ti,,,O,3,38.754046,-2.850257811
1916,Y8V4Co4O24,Y,,,V,Co,,O,4,289.029515,-1.977386791
1917,Y8V4Cr4O24,Y,,,V,Cr,,O,4,0.0,-2.479298572
1918,Y8V4Fe4O24,Y,,,V,Fe,,O,4,0.0,-2.353865433
1919,Y8V4Ni4O24,Y,,,V,Ni,,O,4,23.809066,-2.203027479
1920,Y8V6Co2O24,Y,,,V,Co,,O,4,8.668871688,-2.376204737
1921,Y8V6Cr2O24,Y,,,V,Cr,,O,4,0.0,-2.499144503
1922,Y8V6Fe2O24,Y,,,V,Fe,,O,4,28.89577977,-2.3815060580000003
1923,Y8V6Ni2O24,Y,,,V,Ni,,O,4,47.20790294,-2.337665706
1925,Y8V7Cr1O24,Y,,,V,Cr,,O,4,0.0,-2.509887593
1926,Y8V7Fe1O24,Y,,,V,Fe,,O,4,0.0,-2.479151246
1927,Y8V7Ni1O24,Y,,,V,Ni,,O,4,0.0,-2.44153832
1928,Y8V8O24,Y,,,V,,,O,3,0.0,-2.520681434
